expocode,platform_name,platform_type,organization,investigators,country
BHAF20160501,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160508,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160515,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160522,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160529,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160605,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160612,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160619,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160626,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160703,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160710,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160717,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160731,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160807,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160814,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160821,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160904,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160911,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160918,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20160925,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161002,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161009,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161016,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161023,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161030,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161106,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161113,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161120,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161127,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161204,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161211,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161218,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20161223,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170102,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170108,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170115,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170122,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170129,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170205,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170212,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170219,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170226,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170305,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170312,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170319,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170326,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170402,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170409,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170416,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170423,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170430,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170507,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170514,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170521,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170528,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170604,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170611,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170618,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170625,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170702,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170709,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170806,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170813,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170820,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170827,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170903,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170913,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170917,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20170924,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171001,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171008,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171015,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171022,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171029,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171105,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171112,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171119,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171126,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171203,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171210,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171217,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171224,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20171231,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180107,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180114,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180128,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180204,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180211,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180218,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180225,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180304,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180311,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180318,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180325,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180401,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180408,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180415,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180429,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180506,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180513,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180520,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180527,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180603,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180610,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180617,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180624,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180701,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180708,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180715,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180722,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180729,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180805,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180812,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180819,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180826,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180902,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180909,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180916,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180923,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20180930,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181007,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181014,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181021,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181028,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181105,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181111,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181118,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181125,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181202,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181209,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181216,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181223,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20181230,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190113,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190120,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190127,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190203,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190210,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190217,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190224,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190303,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190421,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190428,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190505,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190512,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190519,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190526,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190602,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190609,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190616,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190623,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190630,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190707,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190714,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190721,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190728,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190804,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190811,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190818,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190825,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190904,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190908,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190915,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190922,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20190929,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191006,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191013,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191020,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191027,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191103,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191110,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191117,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191124,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191201,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191208,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191215,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191222,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20191229,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20200105,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20200112,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20200119,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20200126,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20200202,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20200223,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20200301,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20241213,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20250110,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20250113,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHAF20250117,Allure of the Seas,Ship,NOAA AOML,"Wanninkhof, R. : Pierrot, D.",USA
BHNQ20070110,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070117,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070123,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070130,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070207,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070220,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070301,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070305,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070320,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070327,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070402,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070409,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070416,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070423,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070430,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070508,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070515,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070521,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070529,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070604,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070613,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070620,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070627,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070702,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070709,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070716,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070724,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070731,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070807,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070815,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070820,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070827,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070903,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070910,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20070917,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071001,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071008,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071015,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071023,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071030,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071105,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071115,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071120,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071128,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071204,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071211,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071218,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20071227,Trans Carrier,Ship,Univ Bergen,"Omar, A.",Norway
BHNQ20080105,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080107,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080115,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080123,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080227,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080304,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080311,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080318,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080325,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080401,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080409,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080415,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080421,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080428,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080505,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080512,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080519,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080526,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080602,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080609,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080616,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080623,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080701,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080707,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080714,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080722,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080728,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080811,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080818,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080825,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080908,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080916,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080922,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20080929,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20081006,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20081013,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20081021,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20081028,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
BHNQ20081102,Trans Carrier,Ship,Univ Bergen,"Johannessen, T. : Omar, A.",Norway
